symbol,date,headline,summary,url
MSFT,20241228T1,"ROSEN, A LONGSTANDING LAW FIRM, Encourages Customers Bancorp, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - CUBI - Customers Bancorp  ( NYSE:CUBI ) ","NEW YORK, Dec. 28, 2024 ( GLOBE NEWSWIRE ) -- WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of securities of Customers Bancorp, Inc.",https://www.benzinga.com/pressreleases/24/12/g42714077/rosen-a-longstanding-law-firm-encourages-customers-bancorp-inc-investors-to-secure-counsel-before-
