open,high,low,close,volume,News Sentiment,open_APPL,open_AMZN,open_AVGO,open_BRK.B,open_GOOGL,open_GOOG,open_META,open_MSFT,open_NVDA,open_SPY,moving_average,RSI,ema_short,ema_long,MACD,MACD_signal,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,volatility,ATR,daily_return,monthly_return,annual_return
20.77,20.88,20.0,20.35,0.276489532019502,-0.18848763406276703,-0.011289642774660713,0.008425940314071845,-0.021224549276404048,0.0019133879171269186,-0.018330805151215657,0.0,0.0,0.0022988515871107396,9.4,0.001795010354523896,20.20357142857143,65.94594594594597,20.48750022409504,-0.0018234399985517236,-0.33759929495935026,-0.5940617678617921,20.20357142857143,1.2504067470095606,22.70438492259055,17.70275793455231,1.2504067470095606,1.3542785714285708,-0.017857142857142683,-0.09198542805100185,0.1146923398911679
20.2,20.44,19.55,19.94,-0.3666971697696031,-0.18938091397285461,-0.018651244057321215,-0.021069638616901365,-0.015176193777386437,-0.01515180502060165,-0.013049066685523414,0.0,0.0,-0.014649452422776044,9.06,-0.021297646720035424,20.41,65.52094522019335,20.40326942038811,-0.0031532309907111866,-0.3562671713289163,-0.5465028485552169,20.41,0.8706142835775383,22.151228567155076,18.668771432844924,0.8706142835775383,1.3414214285714279,-0.020147420147420103,-0.09198542805100185,0.1146923398911679
20.5,20.97,20.333,20.92,0.5200590413523543,-0.16724425554275513,0.017615073955980165,0.030852967049824542,0.018365989145486594,0.019094576423979603,0.019285368104062783,0.0,0.0,0.009277221543653624,9.35,0.02550328130242363,20.60857142857143,65.10869565217394,20.482766432636094,0.0005724008738785535,-0.2886563374722648,-0.4949335463386265,20.60857142857143,0.5823540707647396,21.77327957010091,19.44386328704195,0.5823540707647396,1.2907071428571417,0.04914744232698087,-0.06883365200764824,0.1146923398911679
21.0,21.95,20.82,21.95,0.5385670347148395,-0.14641498029232025,0.002186212396307674,0.007108539237294487,-0.011899453909740565,0.013365474460449,0.0030832396373989823,0.0,0.0,0.008047562113652429,9.11,0.004365846467752732,20.759285714285713,62.368112543962496,20.708494673769003,0.004194178984708419,-0.1502301133683659,-0.4259928597445744,20.759285714285713,0.6384773266947664,22.036240367675248,19.48233106089618,0.6384773266947664,1.200714285714285,0.04923518164435925,-0.06883365200764824,0.1146923398911679
21.95,22.18,20.85,21.26,-0.298439989236142,-0.11783497035503387,0.006986761264697883,0.025180298530298018,-0.00138217022695164,0.0018769948575219075,0.0034192242372954595,0.0,0.0,-0.0019102202561191994,9.02,0.0004444246995509715,20.857142857142858,57.47001090512543,20.793341647035312,0.0014240051364282635,-0.09510722994373211,-0.359815733784406,20.857142857142858,0.5987477775314904,22.05463841220584,19.659647302079875,0.5987477775314904,1.117142857142856,-0.03143507972665138,-0.06883365200764824,0.1146923398911679
21.54,21.55,20.05,20.45,-0.1368854700287514,-0.11835809797048569,-0.004232043985331835,0.02970237963829181,0.019178670030572054,0.002621888011738349,0.02747475110748976,0.0,0.0,-0.025562972122907812,9.35,-0.0024913261395420605,20.84357142857143,48.97074756229685,20.740519855183727,-0.0015560259837275048,-0.11545132720427631,-0.31094285246838005,20.84357142857143,0.6061556939225463,22.05588281641652,19.63126004072634,0.6061556939225463,1.1235714285714276,-0.038099717779868425,-0.06883365200764824,0.1146923398911679
20.1,20.1601,19.52,19.59,-0.07063594737073764,-0.12900285422801971,-0.0074783190651972475,-0.0003944928845198703,0.020148431760503183,-0.0001246960535317143,-0.000969059396109806,0.0,0.0,-0.012236189771822836,9.4,-0.0045537825913610774,20.677857142857142,36.84807256235826,20.563516800540075,-0.004506484029908275,-0.1986787387080753,-0.2884900297163191,20.677857142857142,0.6093019785778653,21.89646110001287,19.459253185701414,0.6093019785778653,1.074999999999999,-0.04205378973105134,-0.06883365200764824,0.1146923398911679
19.9,19.98,19.45,19.6,0.09114757456367961,-0.09753281623125076,0.006522679765391004,0.013637643763530605,0.005305052229692908,0.00794936492681586,-0.006252191259049411,0.0,0.0,0.01458728803351228,9.65,0.010504859354285578,20.627857142857142,45.15235457063712,20.415283446610832,-0.004155029384992126,-0.26082353417449156,-0.2829567306079536,20.627857142857142,0.6685366173899598,21.96493037763706,19.290783908077223,0.6685366173899598,0.9799999999999992,0.0005104645227158588,-0.06883365200764824,0.1146923398911679
19.65,19.65,18.82,19.03,0.4552684287563711,-0.09445317089557648,-0.006253257290078196,-0.003978009223848389,-0.004418920138035354,-0.010821674113553392,0.00019908421327929915,0.0,0.0,-0.00864785263612955,9.48,-0.007912910814656726,20.542857142857144,42.28274967574579,20.20216291636301,-0.0059147891105699735,-0.35201021399377197,-0.2967674272851173,20.542857142857144,0.7891517215088876,22.121160585874918,18.96455369983937,0.7891517215088876,0.9392857142857134,-0.029081632653061185,-0.06883365200764824,0.1146923398911679
18.69,18.88,17.85,17.9,-0.4740232478679012,-0.09451309591531754,-0.017273597856012124,0.001171646296890927,-0.0946903542211035,-0.013091828477785228,-0.009239326584949303,0.0,0.0,-0.025996264976396954,9.05,-0.012394626073573,20.321428571428573,30.769230769230745,19.847984006153318,-0.009611271800431975,-0.5095837071399991,-0.33933068325609367,20.321428571428573,1.0445894087951675,22.410607389018907,18.23224975383824,1.0445894087951675,0.9499999999999991,-0.05937992643194967,-0.06883365200764824,0.1146923398911679
17.8,17.9,17.39,17.6,-0.1434673948799592,-0.10857933014631271,-0.03469845594752474,-0.03446700263787861,-0.004391322011601417,-0.024629259300730233,-0.02809682923342738,0.0,0.0,-0.01059073035462843,8.72,-0.02748684268668633,20.05785714285714,27.13754646840148,19.502140312898963,-0.010084503262542288,-0.6511631253355894,-0.4016971716719928,20.05785714285714,1.2304044273916857,22.51866599764051,17.597048288073772,1.2304044273916857,0.9464285714285704,-0.016759776536312665,-0.06883365200764824,0.1146923398911679
18.18,18.45,17.6604,18.32,-0.08609086933044452,-0.10437985509634018,0.019906745571454998,0.018413777820153854,-0.003428854694232264,-0.0010395011331052473,0.010401557384925653,0.0,0.0,-0.002870619153959808,9.25,0.005927589829916258,19.87,34.4378698224852,19.320272572452968,-0.006761167296754689,-0.6972306110975452,-0.46080385955710335,19.87,1.2833489842535524,22.436697968507104,17.303302031492898,1.2833489842535524,0.9214285714285703,0.040909090909090784,-0.06883365200764824,0.1146923398911679
18.45,18.8,18.2616,18.78,-0.26625193786915347,-0.10044201463460922,-0.01630547111870495,-0.0196265361852328,-0.019321879282269805,-0.005475179888088988,-0.010938958443724722,0.0,0.0,0.0004105933130973405,9.26,-0.006671015196374697,19.743571428571432,39.60047003525264,19.237153715152512,-0.004589854761316126,-0.688682565912778,-0.5063796008282383,19.743571428571432,1.298304261736811,22.340179952045055,17.14696290509781,1.298304261736811,0.8941714285714275,0.025109170305676942,-0.06883365200764824,0.1146923398911679
18.96,19.4,18.78,19.15,-0.08122702335481691,-0.1030944436788559,0.01004710456950253,0.029729226689148014,0.01981243607405503,0.01260002381132086,0.009977351053225725,0.0,0.0,0.014265577158822484,9.24,0.014947685582060721,19.631428571428568,40.9873708381171,19.223745451282895,-0.0028883299311490696,-0.6446214756294104,-0.5340279757884727,19.631428571428568,1.2750737966146108,22.18157616465779,17.081280978199345,1.2750737966146108,0.910599999999999,0.01970181043663466,-0.06883365200764824,0.1146923398911679
19.59,19.59,18.6,18.77,0.29452398483226716,-0.11004063487052917,0.009075772829442386,0.014887838799658937,-0.0034389618760828355,0.002964492729790713,0.0039020652798127387,0.0,0.0,-0.0012148209633315865,9.24,0.003200295329600422,19.518571428571427,40.940366972477044,19.153938458777834,-0.004103384757788486,-0.6330679550298548,-0.5538359716367491,19.518571428571427,1.2765027773801956,22.071576983331816,16.965565873811038,1.2765027773801956,0.9184571428571419,-0.01984334203655347,-0.06883365200764824,0.1146923398911679
18.54,19.25,18.33,18.79,-0.037618803813778356,-0.11327138543128967,0.0019002381014887604,-0.0002321352585186176,0.017077750983395923,0.010625460013181431,-0.019414887453744534,0.0,0.0,-0.0024340782808796035,9.42,-0.0029255826315672806,19.43642857142857,43.097238895558206,19.097947926658165,-0.0037393474895957013,-0.6152061602008061,-0.5661100093495606,19.43642857142857,1.2842753547480383,22.004979280924648,16.867877861932495,1.2842753547480383,0.9205999999999991,0.0010655301012252316,-0.06883365200764824,0.1146923398911679
18.65,19.11,18.5101,19.1,-0.671115719907684,-0.13736887276172638,-0.013738941392991144,-0.015755727223997873,-0.018555219855953542,-0.021625247402178083,-0.027483868611554385,0.0,0.0,-0.012671332428275672,9.81,-0.015315365323343322,19.30642857142857,38.120104438642294,19.098263630249217,-0.0023066437621692693,-0.5694716353609408,-0.5667823345518366,19.30642857142857,1.212667797384428,21.731764166197426,16.881092976659712,1.212667797384428,0.8898785714285705,0.016498137307078276,-0.06883365200764824,0.1146923398911679
19.09,20.3891,19.0,20.13,1.3018288806329057,-0.13859044015407562,0.009577470551739076,0.00517526443255889,0.007365611497780478,0.013313710519393673,-0.013922137355979913,0.0,0.0,0.005333345975362835,10.0,0.004452697523750437,19.176428571428573,38.120104438642294,19.25699230251857,0.0017395017009635971,-0.44498479526861345,-0.542422826695192,19.176428571428573,0.9833428633051656,21.143114298038906,17.20974284481824,0.9833428633051656,0.9083857142857134,0.05392670157068058,-0.06883365200764824,0.1146923398911679
19.25,19.71,18.95,19.2,-0.480294427940299,-0.16355431079864502,-0.03689291106487502,-0.01934754550262241,-0.021761491781512987,-0.0191864843315237,-0.008268106283311205,0.0,0.0,-0.014424317676614784,9.5,-0.01953424421010652,19.029285714285717,36.96202531645568,19.24822425597725,-0.001889080517154973,-0.4165693530849559,-0.5172521319731449,19.029285714285717,0.780862090509982,20.59100989530568,17.46756153326575,0.780862090509982,0.8976714285714278,-0.046199701937406856,-0.06883365200764824,0.1146923398911679
19.16,19.98,18.56,19.9,-0.2907074932343523,-0.1725432425737381,-0.01926376892131909,-0.012517213900589574,0.01242251999855748,-0.0020964368265286026,-0.016966364895230512,0.0,0.0,-0.0037429862788340706,9.61,-0.009483238447666409,18.990000000000002,46.46983311938382,19.348497447365364,0.000885591906571559,-0.33371885732186257,-0.4805454770428884,18.990000000000002,0.7149394810321197,20.419878962064242,17.56012103793576,0.7149394810321197,0.8919571428571421,0.03645833333333326,-0.06883365200764824,0.1146923398911679
19.89,20.27,19.6,19.75,-0.14860281538954112,-0.16782356798648834,0.030654533727410005,0.02629633593276015,0.013245226750020489,0.011346714498922772,0.013376797041638966,0.0,0.0,0.0037429862788340706,10.05,0.014097399842846414,19.00142857142857,51.12994350282487,19.410267070847617,0.0002550715863525177,-0.2769702483072223,-0.4398304312957552,19.00142857142857,0.7264545847720136,20.454337740972598,17.54851940188454,0.7264545847720136,0.8733857142857134,-0.007537688442211032,-0.06883365200764824,0.1146923398911679
19.75,19.865,19.5,19.7,-0.13346553165700037,-0.21359007060527802,-0.015189126170658263,-0.013380509199532042,0.004861458286244957,-0.003247388708171428,-0.007704028771104099,0.0,0.0,-0.008755528102378562,9.86,-0.0051806266671254875,19.00857142857143,50.70224719101122,19.45484136764029,4.8018980671749034e-05,-0.23334133528085488,-0.3985326120927752,19.00857142857143,0.7332525763059791,20.475076581183387,17.54206627595947,0.7332525763059791,0.861599999999999,-0.0025316455696202667,-0.06883365200764824,0.1146923398911679
19.7,20.19,19.61,19.87,0.657754746624148,-0.18439877033233643,-0.0041035476538331395,0.004532991180803414,-0.020083947173283878,0.017539784190670815,0.014456603024631143,0.0,0.0,-0.005879899342879469,10.0,0.006495057426273654,19.068571428571428,56.25000000000001,19.518711926464864,0.0006838286588131126,-0.1829387243880518,-0.3554138345518305,19.068571428571428,0.7686537396179027,20.605878907807234,17.53126394933562,0.7686537396179027,0.8437428571428564,0.00862944162436552,-0.06883365200764824,0.1146923398911679
19.66,19.79,19.33,19.48,-1.2930705165813148,-0.17326268553733826,0.004517112589422112,-0.025555874882211782,-0.020495593715040172,-0.0052554116985295,-0.01988495672239665,0.0,0.0,-0.005914677149957193,9.5,-0.01569772186996321,19.18142857142857,63.21070234113716,19.51275624547027,-0.0008337073939728157,-0.17247583865279736,-0.3188262353720239,19.18142857142857,0.6964841059852874,20.574396783399145,17.788460359457993,0.6964841059852874,0.7980285714285709,-0.01962757926522396,-0.06883365200764824,0.1146923398911679
19.62,20.69,19.6,20.45,0.9005534251792344,-0.1533786952495575,0.022971663271757592,0.028170876966695957,0.024938948347251966,0.018968171011963797,0.010761464603763926,0.0,0.0,0.00296171149432789,9.47,0.01710412592720001,19.384999999999998,71.42857142857143,19.656947592321,0.0028736323305595945,-0.08493396705221201,-0.27204778170806154,19.384999999999998,0.6098139691111495,20.604627938222297,18.1653720617777,0.6098139691111495,0.8480285714285711,0.049794661190964984,-0.0022004889975548725,0.1146923398911679
20.37,21.24,20.3103,21.06,-0.015886281145343517,-0.15150387585163116,0.015208050858148248,0.044953996835831234,0.04385188252884964,0.018243664803834214,0.017127960067237602,0.0,0.0,0.008832864998508771,9.43,0.0184734889170155,19.580714285714286,70.9480122324159,19.872801808886997,0.004933559565794887,0.03328184650439425,-0.2109818560655704,19.580714285714286,0.6776368926215408,20.935988070957368,18.225440500471205,0.6776368926215408,0.8537214285714282,0.029828850855745603,-0.0022004889975548725,0.1146923398911679
20.87,21.3,20.66,21.05,-0.11404337299016731,-0.14099569618701935,0.015119010666913013,0.03508871083770515,-0.0018876834298175993,0.007524861263928706,0.01645704408410431,0.0,0.0,0.014962872676712369,9.7999,0.016601676562228107,19.74285714285714,68.63711001642038,20.053909222904384,0.004509341687455315,0.1247240725501193,-0.14384067034243248,19.74285714285714,0.7400148498658657,21.22288684258887,18.26282744312541,0.7400148498658657,0.8609785714285711,-0.0004748338081670411,-0.0022004889975548725,0.1146923398911679
20.61,21.0,20.5,20.54,-0.5797198872689027,-0.1300402581691742,0.006057900612338685,0.004882501956644525,-0.01811298327685229,-0.005916447678703918,-0.01287690783834794,0.0,0.0,-0.005792320704504306,9.87,-0.001539088620323703,19.842142857142857,61.15569823434993,20.12869241938063,0.0022677425516519634,0.15426172460816545,-0.08422019135231289,19.842142857142857,0.7475619714103465,21.33726679996355,18.347018914322163,0.7475619714103465,0.8559785714285714,-0.02422802850356298,-0.0022004889975548725,0.1146923398911679
20.66,20.95,20.6,20.9,0.1696422248573679,-0.10219056159257889,0.012160794300988265,0.0026861245233629205,-0.011124661282956971,0.003085850748439256,0.0014843660288752503,0.0,0.0,-0.0012455887016287193,10.01,-0.004631529870319007,19.994285714285713,67.14975845410628,20.247355124091303,0.0034265453793200784,0.2043637400427265,-0.02650340507330501,19.994285714285713,0.7290954805649552,21.452476675415625,18.5360947531558,0.7290954805649552,0.81455,0.017526777020447915,-0.0022004889975548725,0.1146923398911679
21.0,21.05,20.69,20.71,0.26577251145613445,-0.1022304818034172,0.020045639012502114,0.017658009257051077,-0.02113620093526425,0.010299257297890385,0.026809096415183475,0.0,0.0,0.004973072826955249,10.45,0.01616215037169244,20.131428571428575,65.0470219435737,20.318531258846487,0.0024620699877457852,0.22613182917188013,0.024023641775732022,20.131428571428575,0.6626967881067908,21.456822147642157,18.806034995214993,0.6626967881067908,0.7745499999999998,-0.009090909090908927,-0.0022004889975548725,0.1146923398911679
20.75,20.93,19.76,20.17,0.02726964990730174,-0.10057125985622406,-0.007004553183238116,0.0025809476753204663,-0.029747593037063425,0.0023149568669049714,0.0024873294947491686,0.0,0.0,-0.008719175022567693,10.25,-0.004758279840078039,20.20785714285714,58.093797276853266,20.295680295947026,0.0002860468869236854,0.19753267587794454,0.05872544859617453,20.20785714285714,0.5925846719301959,21.39302648671753,19.02268779899675,0.5925846719301959,0.8152714285714284,-0.02607436021245768,-0.0022004889975548725,0.1146923398911679
20.89,20.8995,20.5,20.72,-0.06906677858576238,-0.09388978779315948,0.009943183184784488,0.02331402555358153,-0.04020379601621915,0.009809342961625944,0.003916998090915946,0.0,0.0,0.009132483563272675,10.25,0.013053381589791968,20.25,54.812398042414365,20.360960250416717,0.002289287269762852,0.2167494910934913,0.09033025709563788,20.25,0.6074157111516549,21.46483142230331,19.03516857769669,0.6074157111516549,0.7681571428571426,0.027268220128904064,-0.0022004889975548725,0.1146923398911679
20.54,21.6,20.53,21.12,0.5958533272585775,-0.09183625876903534,0.0014660830022945603,0.002980214979105611,0.003191492070643509,0.003368626862107149,0.0023055124397366455,0.0,0.0,0.03412191306925694,10.55,-0.000710858391405722,20.38714285714286,67.14285714285717,20.477735596506452,0.0035817395546775543,0.26124415268865064,0.12451303621424044,20.38714285714286,0.5675511304845671,21.522245118111993,19.252040596173725,0.5675511304845671,0.7602999999999999,0.01930501930501949,-0.0022004889975548725,0.1146923398911679
20.98,22.0,20.79,21.98,0.04465761064903795,-0.08449574559926987,0.0073356367723897975,0.002626306022670555,0.05023059503142857,-0.003368626862107149,-0.004282928913807105,0.0,0.0,0.0023932999058406956,10.4401,-0.0016012813669741277,20.535714285714285,68.05555555555559,20.708853197043922,0.00644078300024864,0.36173148980521574,0.17195672693243552,20.535714285714285,0.6893889633995939,21.914492212513473,19.156936358915097,0.6893889633995939,0.7452999999999997,0.04071969696969702,-0.0022004889975548725,0.1146923398911679
