open,volume ,News Sentiment,open_APPL,open_AMZN,open_AVGO,open_BRK.B,open_GOOGL,open_GOOG,open_META,open_MSFT,open_NVDA,open_TSLA,RSI,ema_long,MACD,MACD_signal,bollinger_mid,bollinger_std,volatility,ATR,daily_return,monthly_return,annual_return
-0.004857673950938057,51828259,0.09502612054347992,-0.0020738420629848875,-0.005807696425646824,4.3799999999999955,0.0018759685278304516,-2.1800000000000637,-3.3599999999999,-1.5600000000000023,-0.007254445915942931,251.72,564.25,69.27405740011275,0.0016909185281663852,3.854414673137512,3.612319328140743,0.0014946593268891917,3.462121324496144,3.462121324496144,2.281428571428567,0.0011468582121085813,-0.00966540462338783,0.15086034413765503
0.00545946731326552,87465785,0.0690445676445961,0.007302161973337107,0.003315259571669671,15.319999999999993,-0.000130767386799846,5.269999999999982,5.949999999999818,0.05000000000001137,0.007911338836163573,257.5,570.63,67.4151150054764,0.0008912893883952222,3.573383148165874,3.604532092145769,0.0013857449179024428,3.1299563771197616,3.1299563771197616,2.3814285714285655,-0.00889304232485244,-0.00966540462338783,0.15086034413765503
-0.028714194518213887,83797934,0.09200755506753922,-0.032336113638628206,-0.03846493311799293,-14.089999999999975,-0.02516133619918648,-61.27999999999997,-62.58999999999992,-7.700000000000017,-0.0387074427141485,238.24,541.99,49.68609865470855,-0.0003757591493736001,2.8920805784796926,3.4620417894125537,-3.048315805820323e-05,3.1453329283821434,3.1453329283821434,2.577142857142848,-0.016029443075706418,-0.00966540462338783,0.15086034413765503
0.006264582508418215,63519891,0.0923297330737114,0.008158590849160596,0.011200772748234833,-2.8800000000000523,-0.001162946859162517,10.200000000000045,12.0,3.039999999999992,0.016188455580595118,242.85,568.49,58.39386602098461,0.000424504913842938,2.5957656811075367,3.2887865677515506,0.0009053890853119029,2.7798621397613505,2.7798621397613505,2.787857142857137,0.010479134466769624,-0.00966540462338783,0.15086034413765503
0.010161693708852226,53714641,0.08348061144351959,0.03720702307980073,0.012687442426460471,7.2900000000000205,0.0058457517148085,16.720000000000027,15.799999999999955,5.300000000000011,0.02448708080594475,247.39,575.69,54.650664380625834,0.00033141451919505016,2.3124902979116086,3.0935273137835626,0.00047195716288062073,2.6008857323998775,2.6008857323998775,2.7249999999999983,-0.0008259659212578319,-0.00966540462338783,0.15086034413765503
-0.012317464307525228,75184385,0.0709095224738121,-0.012124367501748168,-0.003224075871752774,-6.5,-0.007323749968411342,-20.360000000000127,-18.839999999999918,-14.909999999999997,0.03633146960946121,241.61,632.42,52.320865254619264,0.0005480571186931016,2.1487561338930163,2.9045730778054537,0.00022393860262415188,2.558844283173272,2.558844283173272,2.874285714285711,0.003245361582266959,-0.00966540462338783,0.15086034413765503
0.008106160820896768,113659402,0.05781031772494316,0.0012159572483607661,0.09905596895527502,-0.15999999999996817,0.015035870454750189,29.75999999999999,28.940000000000055,1.9000000000000057,-0.01062795194063959,243.97,640.0,42.68382352941183,-0.0008472834989436961,1.52134325742378,2.627927113729119,-0.0008655937904524791,3.0709572727447196,3.0709572727447196,3.2092857142857105,-0.018157958984375,-0.00966540462338783,0.15086034413765503
-0.01122484300465132,68931216,0.023097015917301178,-0.05320897391086454,-0.02012342435773906,-8.53000000000003,-0.0044693306246950115,-6.209999999999809,-6.900000000000091,-4.990000000000009,-0.0103900070796632,235.7,673.69,42.99817184643512,-0.00024044760713159974,1.2030984880257165,2.3429613885884386,-0.0008336789338985184,3.2675359536487085,3.2675359536487085,3.364999999999997,0.0074285891896932466,-0.08595581883253123,0.15086034413765503
0.014491672356024665,61704740,0.0036781341768801212,0.03554222497135129,0.009543493016760607,6.160000000000025,0.002967032710478712,-7.160000000000082,-4.930000000000064,3.180000000000007,0.038615725144291346,246.03,882.96,52.53224284366155,0.0009025183569209005,1.3341249679784823,2.1411941044664475,0.0003505345688008532,3.274526809139194,3.274526809139194,3.6585714285714226,0.015241268665926233,-0.08595581883253123,0.15086034413765503
0.012720891168859438,64864742,0.027916209772229195,0.02570465395783028,0.0200645615313233,5.7099999999999795,0.0033549671693258176,9.11999999999989,5.350000000000136,5.889999999999986,0.03815840741566667,251.99,823.26,56.70014347202299,0.0016989009643761932,1.7247112418106667,2.0578975319352915,0.0010160734100530533,3.510691049914011,3.510691049914011,3.820714285714278,0.01154804594906711,-0.08595581883253123,0.15086034413765503
0.004923604170210538,49982975,0.02533423714339733,-0.0029407688855824787,-0.0145915566394903,1.339999999999975,0.011610970146983313,-11.629999999999882,-12.090000000000146,-2.039999999999992,-0.016767516124993165,252.14,699.92,54.6028880866426,0.001824586705970077,2.1004160290945038,2.0664012313671343,0.0006652188619629129,3.7618080758584953,3.7618080758584953,3.7249999999999903,0.003364777984738332,-0.08595581883253123,0.15086034413765503
-0.003269692292498405,64074382,0.008665818721055984,-0.0006202127528478485,0.00047513967305956584,-0.5199999999999818,-0.006511833862103522,15.410000000000082,16.970000000000027,-0.1699999999999875,0.010334872923279725,252.64,730.55,50.36775522212415,0.0012832825012152327,2.228840964669075,2.0988891780275223,5.432839779295762e-05,3.779078395069049,3.779078395069049,3.800714285714276,-0.005329660458710195,-0.08595581883253123,0.15086034413765503
-0.004788805176042743,41779456,0.03674687445163727,-0.025733884121883044,0.020848828831497634,-5.949999999999989,-0.003953963502929092,9.839999999999918,7.019999999999982,1.2199999999999989,0.003984395195555379,252.5,800.0,54.7180346175321,0.001747790317200959,2.501893652487695,2.179490072919557,0.0007342303727728705,4.055931011891097,4.055931011891097,3.9578571428571325,0.007465382299819412,-0.08595581883253123,0.15086034413765503
0.014774238977534715,54773045,0.04089104384183884,0.029542115112543677,0.031112707797917416,4.279999999999973,0.006231369996827496,36.039999999999964,37.49000000000001,-1.3300000000000125,0.03778874651262765,267.32,768.79,55.39053905390541,0.0017465572036652333,2.7335800186989445,2.2903080620754346,0.0008508588326510136,4.358439142380524,4.358439142380524,3.9978571428571326,0.0017329986853114043,-0.08595581883253123,0.15086034413765503
0.0019911149388649463,42844434,0.0343787707388401,-0.006603958457755077,0.00570224766625671,5.390000000000043,-0.004340303619780883,2.589999999999918,2.6700000000000728,-2.3400000000000034,-0.026953230378540027,270.01,777.87,57.472469847928664,0.002101213641569011,3.056256459249653,2.4434977415102783,0.0012359279271043633,4.8486740568409115,4.8486740568409115,3.971428571428561,0.006442760842331419,-0.08595581883253123,0.15086034413765503
-0.0028839455686933135,54038002,0.043808624148368835,0.008425536941961909,-0.008453716502056174,-0.5600000000000023,-0.004712315768731656,-5.8599999999999,-1.7899999999999636,1.670000000000016,-0.013562840139591081,270.21,741.84,61.65963431786219,0.001860688770356056,3.2455185541626292,2.6039019040407485,0.001794794280771228,5.227449528309112,5.227449528309112,3.7849999999999926,-0.001066919566119373,-0.08595581883253123,0.15086034413765503
