date,open,high,low,close,volume,News Sentiment,open_APPL,open_AMZN,open_AVGO,open_BRK.B,open_GOOGL,open_GOOG,open_MSFT,open_NVDA,open_META,open_SPY,moving_average,RSI,ema_short,ema_long,MACD,MACD_signal,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,volatility,ATR,monthly_return
2019-05-10,42.0,45.0,41.06,41.57,186322536.0,0.13495823740959167,197.42,1898.0,303.23,207.89,1168.84,1163.59,124.91,168.95,188.25,285.62,40.84571428571429,0.0,41.57,41.57,0.0,0.0,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-13,38.79,39.24,36.08,37.1,79442420.0,0.07432354986667633,187.71,1836.56,293.82,204.96,1145.24,1141.96,124.11,163.5,183.5,282.42,40.84571428571429,0.0,40.88230769230769,41.23888888888889,-0.356581196581196,-0.0713162393162392,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-14,38.31,39.96,36.85,39.96,46661147.0,0.056486841291189194,186.41,1839.5,295.69,205.67,1142.32,1137.21,123.87,160.05,182.52,281.99,40.84571428571429,39.017735334242836,40.740414201183434,41.144156378600826,-0.40374217741739216,-0.1378014269364698,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-15,39.37,41.88,38.95,41.29,36086065.0,0.04796096310019493,186.27,1827.95,300.27,202.79,1122.55,1117.87,124.26,159.8,180.42,281.59,40.84571428571429,48.38337182448036,40.82496586253983,41.15495960981558,-0.3299937472757506,-0.17623989100432597,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-16,41.48,44.06,41.25,43.0,38115524.0,0.04225976765155792,189.91,1885.94,299.75,203.9,1171.84,1164.51,126.75,159.36,185.05,285.84,40.84571428571429,56.89488910318226,41.159586499072155,41.291629268347755,-0.13204276927559988,-0.16740046665858074,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-17,41.98,43.29,41.27,41.91,20225687.0,0.035198651254177094,186.93,1893.05,292.78,203.0,1175.83,1168.47,128.31,158.5,184.84,285.14,40.84571428571429,51.483420593368216,41.27503472998413,41.337434507729405,-0.06239977774527716,-0.14640032887592003,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-20,41.19,41.68,39.46,41.59,29222330.0,0.05038013681769371,183.52,1852.69,278.0,202.64,1153.0,1144.5,126.52,152.55,181.88,284.06,40.84571428571429,50.08488964346351,41.32349092537119,41.35614306271241,-0.03265213734122341,-0.12365069056898072,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-21,42.0,42.24,41.25,41.5,10802851.0,0.03627927601337433,185.22,1874.79,277.09,203.16,1154.48,1148.49,127.43,154.2,184.57,285.83,40.84571428571429,49.705139005897216,41.350646167621775,41.366799132141125,-0.016152964519349666,-0.10215114535905451,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-22,41.05,41.28,40.5,41.25,9089469.0,0.023542821407318115,184.66,1851.78,270.48,202.72,1151.25,1146.75,126.62,153.5,184.73,285.45,40.84571428571429,48.67986798679868,41.33516214183381,41.358147344575116,-0.022985202741303112,-0.08631795683550424,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-23,40.8,41.09,40.02,40.47,11119870.0,0.003226818982511759,179.8,1836.59,264.58,200.8,1146.07,1140.5,126.2,149.69,182.42,283.16,40.84571428571429,45.73643410852713,41.20206027385938,41.292358652384365,-0.09029837852498446,-0.08711404117340028,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-24,41.28,41.51,40.5,41.51,8786751.0,-0.012856457382440567,180.2,1835.89,262.7,202.12,1152.0,1147.36,126.91,148.08,182.33,283.74,40.84571428571429,49.784791965566704,41.24943561634255,41.308480233689224,-0.05904461734667166,-0.08150015640805457,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-28,41.7,41.8,40.6,40.95,13391605.0,-0.009508837945759296,178.92,1832.75,256.57,202.05,1141.48,1134.0,126.98,145.86,181.54,283.09,40.84571428571429,47.86206896551725,41.2033685984437,41.28192614230483,-0.07855754386113034,-0.08091163389866973,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-29,40.52,40.71,39.1473,39.94,14060447.0,-0.02085713855922222,176.42,1823.12,252.74,198.95,1132.7,1127.52,125.38,141.41,183.5,278.91,40.84571428571429,44.74532559638942,41.00900419868313,41.18252420583781,-0.17352000715467852,-0.09943330854987151,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-30,40.07,40.38,39.5,39.8,26451864.0,-0.03866967931389809,177.95,1825.49,254.66,199.06,1120.15,1115.54,125.26,140.31,183.08,279.11,40.84571428571429,44.345047923322674,40.823003552731876,41.08011500540538,-0.2571114526735059,-0.1309689373745984,40.84571428571429,1.3857278803003694,43.617170046315024,38.07425852511355,1.3857278803003694,2.206621428571428,-0.027904738994467215
2019-05-31,41.15,41.57,39.41,40.41,23209848.0,-0.05828103423118591,176.23,1790.01,253.04,198.32,1105.64,1101.29,124.23,137.14,180.28,276.2,40.762857142857136,46.43296432964328,40.75946454461928,41.030476856856836,-0.27101231223755917,-0.15897761234719054,40.762857142857136,1.3737171838114635,43.510291510480066,38.01542277523421,1.3737171838114635,2.079478571428571,-0.027904738994467215
2019-06-03,40.7435,41.85,40.24,41.25,16605261.0,-0.12789325416088104,175.6,1760.01,252.55,197.62,1066.93,1065.5,123.85,135.91,175.0,275.31,41.059285714285714,66.42913697545525,40.83493153775477,41.046737830423,-0.21180629266822848,-0.16954334841139815,41.059285714285714,0.8824307711849492,42.824147256655614,39.294424171915814,0.8824307711849492,1.802335714285714,0.12436363636363645
2019-06-04,42.56,42.88,40.7,42.75,23432141.0,-0.149089053273201,175.44,1699.24,256.96,200.63,1044.49,1042.9,121.28,136.36,163.71,277.12,41.25857142857143,62.377994676131316,41.12955745502327,41.17290539853981,-0.04334794351654381,-0.14430426743242727,41.25857142857143,0.9288939423012479,43.11635931317392,39.400783543968934,0.9288939423012479,1.7359071428571424,0.12436363636363645
2019-06-05,42.87,45.66,42.5,45.0,28609604.0,-0.17286677658557892,184.28,1749.6,269.01,202.38,1055.0,1051.54,124.95,145.97,167.48,282.33,41.52357142857143,65.21739130434783,41.725010154250455,41.45639388753686,0.2686162667135932,-0.06172016060322318,41.52357142857143,1.3652591027282757,44.25408963402798,38.79305322311488,1.3652591027282757,1.7523357142857137,0.12436363636363645
2019-06-06,45.0,45.75,44.28,44.92,16403691.0,-0.18596403300762177,183.08,1737.71,267.02,202.9,1046.21,1044.99,126.44,141.45,168.3,283.29,41.660714285714285,59.09090909090909,42.21654705359654,41.71295730327487,0.5035897503216731,0.05134182158175607,41.660714285714285,1.6010499645579417,44.862814214830166,38.4586143565984,1.6010499645579417,1.6566214285714278,0.12436363636363645
2019-06-07,44.92,45.67,44.13,44.16,12654670.0,-0.20143824815750122,186.51,1763.7,274.78,204.95,1054.28,1050.63,129.19,144.02,170.17,285.93,41.82142857142857,60.99706744868035,42.515539814581686,41.89421972525451,0.6213200893271775,0.16533747513084035,41.82142857142857,1.7352980552802264,45.29202468198902,38.35083246086812,1.7352980552802264,1.6223357142857135,0.12436363636363645
2019-06-10,44.02,44.59,42.53,42.61,11618701.0,-0.22523410618305206,191.81,1822.0,276.73,207.12,1077.0,1072.98,132.4,147.76,174.75,289.37,41.894285714285715,54.45026178010469,42.53007215079989,41.94724048634677,0.5828316644531171,0.24883631299529568,41.894285714285715,1.7462122273243699,45.38671016893446,38.40186125963697,1.7462122273243699,1.5944785714285712,0.12436363636363645
2019-06-11,43.22,43.65,41.8,42.45,9095044.0,-0.22261585295200348,194.86,1883.25,290.49,208.5,1096.99,1093.98,133.88,150.84,178.48,290.99,41.96214285714286,54.119687771032105,42.517753358369134,41.98448193180257,0.5332714265665643,0.30572333570954946,41.96214285714286,1.7481690578845768,45.458480972912014,38.4658047413737,1.7481690578845768,1.6559071428571426,0.12436363636363645
2019-06-12,42.52,42.65,41.71,42.17,5965250.0,-0.2184746265411377,193.95,1853.98,281.67,206.2,1079.95,1078.0,131.4,149.0,178.38,288.64,42.027857142857144,53.97923875432527,42.46425284169696,41.998224010928304,0.4660288307686571,0.337784434721371,42.027857142857144,1.7365933874705926,45.50104391779833,38.55467036791596,1.7365933874705926,1.6516214285714281,0.12436363636363645
2019-06-13,43.05,44.35,42.8,44.31,10178935.0,-0.21695858240127563,194.7,1866.72,281.52,204.46,1084.71,1083.64,131.98,147.09,175.53,289.4,42.30214285714286,64.86068111455108,42.74821394297435,42.16946667678547,0.5787472661888842,0.38597700101487364,42.30214285714286,1.7744519351984893,45.85104672753984,38.753238986745885,1.7744519351984893,1.7194785714285712,0.12436363636363645
2019-06-14,44.75,44.8,43.11,43.23,7902223.0,-0.21386775374412537,191.55,1864.0,258.11,204.87,1089.74,1086.42,132.26,144.51,180.51,289.26,42.425000000000004,56.6358024691358,42.82233487482445,42.248024700727285,0.5743101740971639,0.4236436356313317,42.425000000000004,1.7749312012669,45.9748624025338,38.87513759746621,1.7749312012669,1.7659071428571427,0.12436363636363645
2019-06-17,43.28,44.079,42.93,43.78,6557589.0,-0.1927030384540558,192.9,1876.5,264.84,205.85,1089.1,1086.28,132.63,144.57,185.01,289.52,42.62714285714286,60.92664092664091,42.96966797100531,42.361504352525266,0.6081636184800416,0.46054763220107375,42.62714285714286,1.7550648840577772,46.13727262525841,39.1170130890273,1.7550648840577772,1.7622642857142858,0.12436363636363645
2019-06-18,44.3,44.89,43.75,43.86,7313602.0,-0.19300608336925507,196.05,1901.35,268.15,204.47,1111.5,1109.69,134.19,147.5,194.0,291.39,42.90714285714286,66.30615640599001,43.10664212931218,42.472504030115985,0.6341380991961927,0.4952657256000975,42.90714285714286,1.5991556838215881,46.10545422478604,39.70883148949968,1.5991556838215881,1.7149285714285714,0.12436363636363645
2019-06-19,44.46,45.5,43.95,44.86,10331520.0,-0.1726660579442978,199.68,1907.84,278.78,206.36,1107.24,1105.6,135.0,154.3,187.0,292.55,43.26857142857143,69.64285714285714,43.37638949403338,42.64935558344072,0.7270339105926595,0.5416193625986099,43.26857142857143,1.402617647021543,46.07380672261451,40.46333613452834,1.402617647021543,1.7692142857142856,0.12436363636363645
2019-06-20,45.03,45.29,43.51,43.86,9567367.0,-0.1706600934267044,200.37,1933.33,282.51,208.51,1121.7,1119.99,137.45,156.77,190.95,296.04,43.515,62.999246420497364,43.45079111033594,42.73903294763029,0.7117581627056495,0.5756471226200178,43.515,1.1402951709636673,45.79559034192734,41.234409658072664,1.1402951709636673,1.7420714285714283,0.12436363636363645
2019-06-21,43.85,44.14,43.38,44.0,4973987.0,-0.17582903802394867,198.8,1916.1,276.61,208.43,1109.86,1109.24,136.58,153.5,188.75,294.13,43.71142857142858,60.93874303898169,43.53528478566888,42.83243791447249,0.7028468711963853,0.6010870723352914,43.71142857142858,0.9392456641275486,45.58991989968367,41.83293724317348,0.9392456641275486,1.6813571428571426,0.12436363636363645
2019-06-24,44.0,44.07,42.82,43.09,5985052.0,-0.18842776119709015,198.54,1912.66,275.52,206.39,1120.0,1119.61,137.0,152.62,192.42,294.23,43.73571428571428,51.41903171953257,43.466779434027515,42.85151658747453,0.6152628465529872,0.6039222271788306,43.73571428571428,0.9165966673239833,45.568907620362246,41.902520951066315,0.9165966673239833,1.614928571428571,0.12436363636363645
2019-06-25,43.28,43.79,42.4431,43.09,5755107.0,-0.1908736675977707,198.43,1911.84,279.16,207.41,1115.08,1112.66,137.25,152.86,192.88,293.7,43.59928571428571,40.18499486125387,43.408813367254055,42.86918202543938,0.5396313418146761,0.5910640501059997,43.59928571428571,0.8539452719422425,45.3071762581702,41.891395170401225,0.8539452719422425,1.4854214285714282,0.12436363636363645
2019-06-26,43.25,43.4,42.36,42.5,8109056.0,-0.18881839513778687,197.77,1892.48,278.58,208.28,1091.0,1086.5,134.35,156.61,189.54,291.75,43.42642857142857,38.18359375,43.26899592613805,42.841835208740164,0.4271607173978822,0.5582833835643762,43.42642857142857,0.8098300595030474,45.046088690434665,41.80676845242248,0.8098300595030474,1.4547071428571425,0.12436363636363645
2019-06-27,43.35,45.3,43.2,45.13,20155079.0,-0.18334607779979706,200.29,1902.0,282.93,208.97,1086.75,1084.0,134.14,162.71,189.88,291.31,43.49571428571428,54.004954582989285,43.55530424519373,43.01132889698164,0.5439753482120935,0.5554217764939198,43.49571428571428,0.9124161861252138,45.320546657964705,41.67088191346385,0.9124161861252138,1.5447071428571424,0.12436363636363645
2019-06-28,45.1,47.08,45.08,46.38,28657002.0,-0.16850630939006805,198.68,1909.1,287.86,213.0,1077.23,1076.39,134.57,165.0,190.55,292.58,43.765,65.961049957663,43.989872822856235,43.26086008979781,0.7290127330584255,0.590139967806821,43.765,1.1549875124199975,46.07497502483999,41.45502497516001,1.1549875124199975,1.540421428571428,0.12436363636363645
2019-07-01,46.98,47.04,44.06,44.27,17739998.0,-0.165382519364357,203.17,1922.98,301.68,214.25,1101.04,1098.0,136.63,172.57,195.21,296.68,43.894999999999996,56.61337209302325,44.032969311647584,43.335611194257226,0.6973581173903582,0.6115835977235284,43.894999999999996,1.096538259180286,46.088076518360566,41.701923481639426,1.096538259180286,1.6211357142857135,-0.04811384684888187
2019-07-02,44.55,44.68,43.75,44.0,11881274.0,-0.1705165058374405,201.41,1919.38,298.88,214.38,1104.83,1102.24,136.12,165.5,193.0,295.61,44.02571428571429,56.65454545454545,44.027897109855644,43.3848251798678,0.6430719299878405,0.6178812641763909,44.02571428571429,0.9777266747662284,45.98116763524674,42.07026093618183,0.9777266747662284,1.6204214285714278,-0.04811384684888187
2019-07-03,44.0,44.46,43.79,44.23,3380003.0,-0.153619185090065,203.28,1935.89,283.7,215.0,1118.5,1117.41,136.8,163.17,194.16,297.18,44.019999999999996,49.66216216216215,44.05898986218554,43.44743072209982,0.6115591400857241,0.6166168393582575,44.019999999999996,0.9761699095483675,45.97233981909673,42.06766018090326,0.9761699095483675,1.5125642857142851,-0.04811384684888187
2019-07-05,44.31,44.55,43.01,43.53,8239452.0,-0.14732122421264648,203.35,1928.6,283.65,215.13,1119.37,1117.8,135.94,160.4,196.18,297.44,44.04142857142857,51.30890052356023,43.97760680646469,43.45354696490724,0.5240598415574524,0.5981054397980965,44.04142857142857,0.9606636899949429,45.96275595141845,42.120101191438685,0.9606636899949429,1.5018499999999995,-0.04811384684888187
2019-07-08,43.59,43.85,42.75,42.95,9304101.0,-0.14328467845916748,200.81,1934.12,280.0,214.0,1125.87,1125.17,136.4,157.83,195.19,297.01,43.982142857142854,46.38816362053961,43.819513451623976,43.41624718972893,0.4032662618950482,0.5591376042174868,43.982142857142854,1.0027284207173253,45.987599698577505,41.976686015708204,1.0027284207173253,1.4983499999999996,-0.04811384684888187
2019-07-09,43.18,44.23,42.98,44.2,5251564.0,-0.150563582777977,199.2,1947.8,273.45,213.02,1110.32,1111.8,136.0,155.51,194.97,295.54,44.00642857142857,51.34281200631913,43.87804984368182,43.47430295345271,0.40374689022911525,0.5280594614198125,44.00642857142857,1.0036595127743235,46.01374759697722,41.999109545879925,1.0036595127743235,1.508349999999999,-0.04811384684888187
2019-07-10,44.48,44.8,43.56,43.7,9746505.0,-0.13911573588848114,201.85,1996.51,277.86,215.21,1132.32,1131.22,137.13,159.06,200.0,298.37,43.92357142857143,45.23026315789475,43.850657560038464,43.49102125319695,0.3596363068415158,0.4943748305041532,43.92357142857143,0.9752522919568098,45.87407601248505,41.97306684465781,0.9752522919568098,1.47977857142857,-0.04811384684888187
2019-07-11,44.1,44.29,43.31,43.99,8050856.0,-0.13113999366760254,203.31,2025.62,275.24,214.31,1146.16,1143.25,138.2,163.0,203.26,299.32,43.93285714285714,50.56768558951966,43.87209485849409,43.52798264184903,0.3441122166450583,0.46432230773233424,43.93285714285714,0.975219332895285,45.88329580864771,41.98241847706657,0.975219332895285,1.4226357142857127,-0.04811384684888187
2019-07-12,44.16,44.24,43.39,43.99,8760526.0,-0.13233742117881775,202.45,2008.27,276.38,213.2,1142.93,1143.99,138.85,167.4,199.68,299.85,43.93214285714286,49.955791335101694,43.89023411103346,43.562206149860216,0.32802796117324107,0.43706343842051565,43.93214285714286,0.9751700330745253,45.88248292329191,41.981802790993804,0.9751700330745253,1.4290642857142843,-0.04811384684888187
2019-07-15,44.2,44.7,43.97,44.53,5811160.0,-0.11011908948421478,204.09,2021.4,291.1,214.44,1145.34,1146.86,139.44,168.46,204.25,301.13,44.035000000000004,56.581352833638014,43.988659632412926,43.633894583203904,0.3547650492090213,0.4206037605782168,44.035000000000004,0.9552506718939388,45.94550134378788,42.124498656212126,0.9552506718939388,1.3919214285714274,-0.04811384684888187
2019-07-16,44.6,44.98,44.02,44.13,5613321.0,-0.11292678117752075,204.59,2010.58,286.99,214.29,1146.73,1146.0,138.96,166.67,203.89,300.65,44.10928571428572,54.585537918871246,44.0104043043494,43.670643132596204,0.33976117175319587,0.40443524281321264,44.10928571428572,0.9157297576310182,45.94074522954776,42.27782619902368,0.9157297576310182,1.3642857142857128,-0.04811384684888187
2019-07-17,44.06,44.35,43.52,43.62,5854149.0,-0.10639627277851105,204.05,2007.05,285.56,212.52,1150.92,1150.97,137.7,167.15,204.18,299.75,44.189285714285724,54.973357015985776,43.95034210368026,43.66689178944093,0.28345031423933165,0.38023825709843645,44.189285714285724,0.8067643282388318,45.802814370763386,42.57575705780806,0.8067643282388318,1.3492857142857129,-0.04811384684888187
2019-07-18,43.5,43.85,43.19,43.71,4123615.0,-0.0979166328907013,204.0,1980.01,286.18,207.52,1142.0,1141.74,135.55,170.13,200.15,297.19,44.087857142857146,41.8577981651376,43.91336639542176,43.67008499022309,0.24328140519867247,0.3528468867184837,44.087857142857146,0.7677156782542196,45.623288499365586,42.55242578634871,0.7677156782542196,1.1964285714285705,-0.04811384684888187
2019-07-19,43.9,44.086,43.16,43.18,4021018.0,-0.09939663857221603,205.79,1991.21,291.83,208.11,1149.32,1148.19,140.22,171.72,202.18,300.04,43.85928571428572,29.999999999999986,43.80054079612611,43.63378239835471,0.166758397771396,0.31562918892906616,43.85928571428572,0.43860731141460774,44.73650033711493,42.982071091456504,0.43860731141460774,1.1197142857142848,-0.04811384684888187
2019-07-22,43.25,43.72,43.01,43.69,3822276.0,-0.046495575457811356,203.65,1971.14,293.0,205.34,1135.47,1133.45,137.41,169.3,199.91,297.61,43.81785714285714,45.46874999999996,43.78353451979902,43.637946665143254,0.14558785465576563,0.2816209220744061,43.81785714285714,0.42397711424860013,44.665811371354344,42.96990291435994,0.42397711424860013,0.957571428571428,-0.04811384684888187
2019-07-23,43.75,44.31,43.11,43.36,5110090.0,-0.0401935875415802,208.46,1995.99,299.5,205.51,1143.45,1144.0,139.76,172.9,202.84,299.14,43.77214285714286,45.04643962848296,43.71837536290686,43.617358023280794,0.10101733962606829,0.24550020558473853,43.77214285714286,0.4371266067510044,44.64639607064487,42.89788964364085,0.4371266067510044,0.9768571428571425,-0.04811384684888187
2019-07-24,43.36,43.87,43.36,43.76,3775677.0,-0.05209578573703766,207.67,1969.3,301.2,205.74,1132.62,1131.9,138.9,177.4,197.63,299.19,43.73857142857143,46.455505279034696,43.72477915322888,43.62792409563036,0.09685505759851765,0.21577117598749437,43.73857142857143,0.416835277239853,44.572241983051136,42.90490087409173,0.416835277239853,0.9654285714285707,-0.04811384684888187
2019-07-25,43.72,43.96,43.21,43.4,4411991.0,-0.07899665832519531,208.89,2001.0,302.13,208.37,1138.95,1137.82,140.43,176.99,206.7,300.94,43.72928571428571,48.966613672496,43.674813129655206,43.611040829287376,0.06377230036783033,0.18537140086356158,43.72928571428571,0.42323778160768755,44.57576127750109,42.88281015107033,0.42323778160768755,0.9089999999999995,-0.04811384684888187
2019-07-26,43.42,44.96,43.39,44.52,7598828.0,-0.07469478249549866,207.48,1942.0,301.59,207.82,1228.0,1224.04,140.37,174.47,200.19,300.76,43.84142857142857,61.49341142020498,43.80484187893902,43.678371138229046,0.12647074070997633,0.17359126883284454,43.84142857142857,0.40861599695436784,44.65866056533731,43.02419657751984,0.40861599695436784,0.942571428571428,-0.04811384684888187
2019-07-29,45.0,45.627,43.12,43.88,8652204.0,-0.05127495154738426,208.46,1930.0,301.23,210.0,1242.5,1241.05,141.5,174.78,199.0,301.88,43.81857142857143,47.42765273311897,43.816404666794554,43.693306609471335,0.12309805732321877,0.1634926265309194,43.81857142857143,0.3957632770085547,44.61009798258854,43.02704487455432,0.3957632770085547,1.0302142857142857,-0.04811384684888187
2019-07-30,43.71,43.74,42.49,42.59,7686342.0,-0.0467880442738533,208.76,1891.12,299.09,207.89,1227.0,1225.41,140.14,172.95,195.39,299.91,43.739285714285714,42.082738944365204,43.62772702574924,43.611580193954936,0.016146831794301875,0.1340234675835959,43.739285714285714,0.5146688896116054,44.768623493508926,42.7099479350625,0.5146688896116054,1.0409285714285719,-0.04811384684888187
