date,open,high,low,close,volume,News Sentiment,open_APPL,open_AMZN,open_AVGO,open_BRK.B,open_GOOGL,open_GOOG,open_MSFT,open_NVDA,open_META,open_SPY,moving_average,RSI,ema_short,ema_long,MACD,MACD_signal,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,volatility,ATR,monthly_return
2019-07-31,42.6,42.98,41.84,42.14,5970774.0,-0.04640471935272217,216.42,1898.11,300.03,207.8,1224.87,1223.0,140.33,174.18,196.95,300.99,43.607142857142854,37.099023709902376,43.39884594486474,43.502574253661976,-0.10372830879723693,0.08647311230742934,43.607142857142854,0.6618090425426227,44.9307609422281,42.28352477205761,0.6618090425426227,1.0523571428571432,-0.04811384684888187
2019-08-01,42.14,42.5355,41.0,41.31,7349740.0,-0.06611110270023346,213.9,1871.72,289.13,205.63,1217.63,1214.03,137.0,169.14,194.17,297.6,43.41571428571429,33.250000000000014,43.07748503027016,43.34016134598331,-0.26267631571315064,0.01664322670331335,43.41571428571429,0.8905980210874059,45.1969103278891,41.634518243539475,0.8905980210874059,1.1013214285714288,-0.2115710481723554
2019-08-02,41.03,41.06,39.95,40.4,8225677.0,-0.08237867802381516,205.53,1845.07,282.07,201.79,1203.0,1200.74,138.09,161.19,191.1,293.85,43.12071428571428,25.328554360812447,42.665564256382446,43.122371616651215,-0.456807360268769,-0.07804689069110313,43.12071428571428,1.1417157418397956,45.40414576939387,40.837282802034686,1.1417157418397956,1.1463214285714283,-0.2115710481723554
2019-08-05,39.35,39.42,38.4325,39.05,9799269.0,-0.07540825009346008,197.99,1770.22,271.95,199.9,1172.97,1170.04,133.3,153.8,184.69,288.09,42.757857142857134,22.74678111587984,42.10932360155438,42.82071445986224,-0.7113908583078583,-0.20471568421445419,42.757857142857134,1.5355889803210587,45.82903510349925,39.686679182215016,1.5355889803210587,1.2182857142857146,-0.2115710481723554
2019-08-06,39.68,40.808,38.36,39.15,8570273.0,-0.12197568267583847,196.31,1792.23,270.13,199.61,1165.52,1163.31,133.8,153.8,183.69,285.91,42.438571428571436,24.915824915824956,41.65404304746909,42.54880968505763,-0.894766637588539,-0.3427258748892712,42.438571428571436,1.7867153238139513,46.01200207619934,38.865140780943534,1.7867153238139513,1.3338571428571433,-0.2115710481723554
2019-08-07,39.06,39.99,38.32,39.7,8896039.0,-0.14498354494571686,195.41,1773.99,264.03,198.56,1157.8,1156.0,133.79,149.9,183.6,284.4,42.152142857142856,28.60192102454647,41.353421040166154,42.337786745423735,-0.9843657052575807,-0.4710538409629331,42.152142857142856,1.8858835047283622,45.92390986659958,38.38037584768613,1.8858835047283622,1.4060000000000004,-0.2115710481723554
2019-08-08,41.98,43.0,41.25,42.97,29610463.0,-0.15875771641731262,200.2,1806.0,270.38,199.93,1186.43,1182.83,136.6,156.21,186.62,289.62,42.137142857142855,49.13294797687861,41.60212549552521,42.384617356873825,-0.7824918613486176,-0.53334144504007,42.137142857142855,1.8778974682071536,45.89293779355716,38.38134792072855,1.8778974682071536,1.5755714285714286,-0.2115710481723554
2019-08-09,39.56,40.68,38.71,40.05,35138775.0,-0.1954415738582611,201.3,1828.95,269.58,200.19,1199.99,1197.99,138.61,156.61,190.0,292.58,41.87714285714286,37.46556473829202,41.3633369577521,42.21168273784614,-0.8483457800940428,-0.5963423120508646,41.87714285714286,1.8982357338062188,45.67361432475529,38.08067138953042,1.8982357338062188,1.829142857142857,-0.2115710481723554
2019-08-12,39.83,39.95,37.0,37.0,25890804.0,-0.19336435198783875,199.62,1795.99,273.38,197.61,1180.0,1179.21,137.07,152.08,186.85,289.96,41.42285714285714,31.554524361948964,40.69205434886716,41.82563216467235,-1.1335778158051895,-0.7037894128017297,41.42285714285714,2.245359072094548,45.913575287046235,36.932138998668044,2.245359072094548,1.9612857142857136,-0.2115710481723554
2019-08-13,37.0,37.46,36.12,36.45,19031422.0,-0.21022342145442963,201.02,1783.0,275.3,197.46,1174.35,1171.46,136.05,151.39,185.52,287.74,40.90071428571429,28.982173663024753,40.0394306028876,41.42743718951144,-1.3880065866238382,-0.8406328475661514,40.90071428571429,2.4960197986323664,45.89275388297902,35.90867468844955,2.4960197986323664,2.0205714285714285,-0.2115710481723554
2019-08-14,36.0,36.2999,33.36,33.96,24481636.0,-0.22586362063884735,203.16,1793.01,278.79,195.78,1176.07,1176.31,136.36,152.5,185.8,288.07,40.22642857142858,25.819672131147556,39.10413358705873,40.87429369399207,-1.7701601069333393,-1.026538299439589,40.22642857142858,2.9942678754396774,46.214964322307935,34.23789282054922,2.9942678754396774,2.1877142857142857,-0.2115710481723554
2019-08-15,34.52,34.55,32.92,33.22,13265793.0,-0.25310930609703064,203.46,1781.99,272.0,197.08,1168.43,1163.5,134.39,150.83,180.95,284.88,39.419285714285714,20.480668756530832,38.19888226597277,40.30730897591859,-2.1084267099458174,-1.2429159815408348,39.419285714285714,3.2591633288921775,45.93761237207007,32.90095905650136,3.2591633288921775,2.1919999999999997,-0.2115710481723554
2019-08-16,33.46,35.48,33.4,35.23,13883152.0,-0.26610973477363586,204.28,1792.89,272.15,200.5,1180.79,1179.55,134.88,159.35,183.75,286.48,38.80142857142857,28.912725499756206,37.74213114813081,39.93121201473944,-2.189080866608627,-1.4321489585543934,38.80142857142857,3.1670851853760604,45.13559894218069,32.467258200676454,3.1670851853760604,2.174357142857142,-0.2115710481723554
2019-08-19,35.53,35.8,34.37,34.61,10853126.0,-0.28966376185417175,210.62,1818.08,279.5,202.72,1191.83,1190.09,137.85,164.12,186.01,292.19,38.23142857142857,29.889112903225794,37.260264817649144,39.537048161795774,-2.2767833441466294,-1.6010758356728405,38.23142857142857,3.1508456914657876,44.533119954360146,31.929737188496997,3.1508456914657876,2.177214285714285,-0.2115710481723554
2019-08-20,34.48,36.07,34.39,35.29,10766387.0,-0.2972334325313568,210.88,1814.5,278.16,200.27,1195.35,1195.25,138.21,170.56,185.45,291.77,37.74214285714286,32.93472845042352,36.957147153395425,39.22245200166275,-2.265304848267327,-1.7339216381917377,37.74214285714286,3.026615725071931,43.79537430728672,31.688911406998997,3.026615725071931,2.215785714285714,-0.2115710481723554
